user,item,rating
99999,345391802,9
99999,375760911,
99999,380730820,
99999,380789019,
99999,380977788,
99999,385486804,
99999,385492081,
99999,395977894,
99999,042511984X,
99999,425171493,
99999,425192725,
99999,440218535,
99999,441003257,
99999,446525731,
99999,446530239,
99999,446604666,
99999,446612790,
99999,449221482,
99999,449221504,
99999,449221512,
99999,449223604,
99999,449223612,
99999,515117234,
99999,552131067,
99999,552134619,
99999,552134651,
99999,552145424,
99999,552546933,
99999,553268880,
99999,553271636,
99999,553273299,
99999,553279556,
99999,553280341,
99999,553280368,
99999,553284789,
99999,553573136,
99999,553581929,
99999,671027387,
99999,671042262,
99999,671689746,
99999,679448594,
99999,679735771,
99999,743206045,
99999,743206061,
99999,743460529,
99999,749395990,
99999,3257228007,
99999,3746614007,
99999,60930535,
99999,006101351X,
99999,61093092,
99999,006109868X,
99999,014023313X,
99999,014028009X,
99999,014034893X,
99999,015600710X,
99999,312265840,
99999,312265859,
99999,312289723,
99999,312952716,
99999,312966091,
99999,312971346,
99999,312976275,
99999,312983301,
99999,312991460,
99999,312995423,
99999,316284955,
99999,316769487,
99999,316969443,
99999,034068948X,
99999,345335082,
99999,345382323,
99999,345413873,
99999,345417623,
99999,345420748,
99999,345422406,
99999,375506276,
99999,380704587,
99999,380727293,
99999,380817691,
99999,380820889,
99999,038082101X,
99999,038531700X,
99999,385334036,
99999,385474016,
99999,038550120X,
99999,399144463,
99999,399145885,
99999,399147195,
99999,399148248,
99999,399149155,
99999,399151648,
99999,425092917,
99999,042511774X,
99999,425146413,
99999,425167313,
99999,425168298,
99999,425172546,
99999,425172996,
99999,425174271,
99999,439425220,
99999,440111498,
99999,440206154,
99999,440217547,
99999,440221595,
99999,440226430,
99999,044023669X,
99999,044023722X,
99999,440901588,
99999,440944597,
99999,441783589,
99999,446359637,
99999,446364495,
99999,044651747X,
99999,446525502,
99999,446525774,
99999,446525804,
99999,446527165,
99999,446531332,
99999,446600342,
99999,446603589,
99999,446604844,
99999,446606324,
99999,446607339,
99999,446607657,
99999,446607711,
99999,446608653,
99999,446608890,
99999,446610100,
99999,446611867,
99999,446611921,
99999,446612545,
99999,446615145,
99999,446675059,
99999,449003787,
99999,449005828,
99999,449149676,
99999,449223795,
99999,451166892,
99999,451183665,
99999,451186923,
99999,451190564,
99999,451197399,
99999,451403703,
99999,451410556,
99999,515090174,
99999,515118249,
99999,515121495,
99999,515122408,
99999,515127833,
99999,515130389,
99999,515133302,
99999,515137111,
99999,055321313X,
99999,553213148,
99999,553213156,
99999,553213172,
99999,553213180,
99999,553279912,
99999,553280414,
99999,553282476,
99999,553290789,
99999,553292722,
99999,553563521,
99999,553569074,
99999,553571656,
99999,055357227X,
99999,055357230X,
99999,553572997,
99999,055358099X,
99999,553582127,
99999,553800949,
99999,590477404,
99999,590494503,
99999,671003755,
99999,671016768,
99999,671025333,
99999,671617028,
99999,671623249,
99999,671727583,
99999,671795538,
99999,671886665,
99999,067942525X,
99999,679454446,
99999,679459596,
99999,684815451,
99999,684835975,
99999,688149790,
99999,743225406,
99999,743418131,
99999,743422910,
99999,767905385,
99999,786861347,
99999,786862572,
99999,786868716,
99999,804111898,
99999,805010858,
99999,805063897,
99999,821766570,
99999,1400034779,
99999,1551668998,
99999,60175966,
99999,60529709,
99999,60972122,
99999,60977493,
99999,60987049,
99999,60987324,
99999,006109921X,
99999,64400018,
99999,64400026,
99999,64400042,
99999,64400077,
99999,140298479,
99999,140328696,
99999,141001828,
99999,142001430,
99999,151006725,
99999,151008116,7
99999,156001314,
99999,156007754,
99999,156628708,
99999,031205436X,
99999,312951426,
99999,312953615,
99999,316168688,
99999,316777722,
99999,034529873X,
99999,345301110,
99999,345316002,
99999,345325818,
99999,345335465,
99999,345335511,
99999,345339495,
99999,345339703,
99999,345347951,
99999,345352661,
99999,345362861,
99999,345368754,
99999,345368932,
99999,345369335,
99999,345378482,
99999,345384911,
99999,345387651,
99999,034540288X,
99999,345423135,
99999,374199698,
99999,375414657,
99999,375725849,
99999,380002930,
99999,380710218,
99999,380726246,
99999,380778556,
99999,380791978,
99999,380813815,
99999,380973545,
99999,380973650,
99999,385475721,
99999,385479565,
99999,385503857,
99999,385509510,
99999,385512104,
99999,393050939,
99999,393317552,
99999,394820371,
99999,039592720X,
99999,399149325,
99999,399150838,
99999,425130215,
99999,425167720,
99999,439064864,8
99999,439136350,8
99999,439139600,8
99999,043935806X,8
99999,440211263,
99999,440439884,
99999,440487617,
99999,440995779,
99999,440998050,
99999,441569595,
99999,441790348,
99999,446611239,
99999,448095017,
99999,449005615,
99999,449210820,
99999,449213447,
99999,449213730,
99999,449912558,
99999,451457811,
99999,451523377,9
99999,452282152,
99999,486268705,
99999,515120456,
99999,515122564,
99999,051513239X,
99999,051513306X,
99999,553211404,
99999,553212737,
99999,553213105,
99999,553213164,
99999,553262505,
99999,553272535,
99999,553278223,
99999,553280643,
99999,553287893,
99999,553377868,
99999,553562738,
99999,553573861,
99999,553574566,
99999,553575384,
99999,553577808,
99999,553580515,
99999,553581554,
99999,618002235,
99999,670030643,
99999,670031909,
99999,670032891,
99999,671880187,
99999,679435328,
99999,679457526,
99999,679724362,
99999,679731377,
99999,679735666,
99999,679735909,
99999,684195984,
99999,684803860,
99999,684848783,
99999,684874350,
99999,689710879,
99999,743235150,
99999,743486226,
99999,767903862,
99999,786808012,
99999,802135161,
99999,080411109X,
99999,804111359,
99999,836204387,
99999,61099694,
99999,140113428,
99999,312924585,6
99999,345337662,7
99999,345369947,
99999,034538475X,
99999,345413865,
99999,373218397,
99999,373483694,
99999,373825013,
99999,038001503X,
99999,380756250,
99999,380756293,
99999,380762609,
99999,038079828X,
99999,038079960X,
99999,380802325,
99999,380820846,
99999,380820854,
99999,385472951,
99999,399142185,
99999,039914840X,
99999,425119920,
99999,425133540,
99999,042516098X,
99999,425175405,
99999,425182142,
99999,440111811,
99999,044011585X,
99999,440124344,
99999,440126894,
99999,440167531,
99999,440173922,
99999,440200563,
99999,440213991,
99999,440215625,
99999,440217512,
99999,440226104,
99999,440234743,
99999,440236738,
99999,440237556,
99999,446329894,
99999,446606812,
99999,446679593,
99999,449219364,
99999,449227545,
99999,449910830,
99999,452266564,
99999,515099546,
99999,515107662,
99999,515120618,
99999,051512088X,
99999,051512219X,
99999,051512317X,
99999,515129933,
99999,515130923,
99999,515131083,
99999,515133418,
99999,553277472,
99999,553572326,
99999,553573209,
99999,553575023,
99999,553582658,
99999,067101417X,
99999,671027646,
99999,671042572,
99999,671568175,
99999,671744216,
99999,671744623,
99999,067187098X,
99999,067976397X,
99999,743224574,
99999,743410181,
99999,743436210,
99999,804115761,
99999,1551669374,
99999,1558744630,
99999,1558747109,
99999,60916508,
99999,60934417,
99999,66212855,
99999,140053204,
99999,140086838,
99999,142001805,
99999,151002290,
99999,345326490,
99999,345348109,
99999,345380371,
99999,345439104,
99999,037382503X,
99999,374270325,
99999,375504907,
99999,375704027,
99999,375705856,
99999,375706410,
99999,375726403,
99999,380723085,
99999,385418493,
99999,385498802,
99999,385503954,
99999,385504470,
99999,385509456,
99999,385509472,
99999,385721420,
99999,393046974,
99999,440222818,
99999,440241073,
99999,446391301,
99999,446606189,
99999,449907481,
99999,451202503,
99999,525947647,
99999,553375407,
99999,553586122,
99999,671510053,
99999,679734775,
99999,679745580,
99999,679772677,
99999,679893105,
99999,684195488,
99999,743203631,
99999,767900383,
99999,767902513,
99999,767903382,
99999,767903854,
99999,786866586,
99999,802130208,
99999,087113795X,
99999,60008776,
99999,60976845,
99999,60977337,
99999,312274920,
99999,345313860,
99999,345351525,
99999,345389417,
99999,345422589,
99999,345427637,
99999,375703764,
99999,385319037,
99999,425161722,
99999,425185710,
99999,440214424,
99999,446604658,
99999,446611778,
99999,449206475,
99999,449219410,
99999,517122707,
99999,671004107,
99999,671038443,
99999,067697175X,
99999,679723161,
99999,679751521,
99999,679785892,
99999,684801221,
99999,786817070,
99999,842329218,
99999,842329242,
99999,842329250,
99999,877017883,
99999,1573225517,
99999,1573226521,
99999,1573229326,
99999,1573229571,
99999,60652934,
99999,140067477,
99999,140230165,
99999,140293248,
99999,345338588,
99999,038529929X,
99999,038542471X,
99999,385424728,
99999,038549081X,
99999,385498721,
99999,385720920,
99999,393319296,
99999,394404289,
99999,394758285,
99999,399146431,
99999,399501487,5
99999,425168468,
99999,439139597,
99999,439404371,
99999,440204887,
99999,441102670,
99999,441104029,
99999,441172695,
99999,441172717,
99999,451163966,
99999,618002219,
99999,679722645,
99999,804106304,
99999,805062971,10
99999,811801802,
99999,811802981,
99999,836218620,
99999,836218833,
99999,836220870,
99999,880381736,
99999,929634063,
99999,971880107,
99999,20198906,
99999,60391626,
99999,60540753,
99999,61031429,
99999,61042943,
99999,61092614,
99999,61097861,
99999,61098795,
99999,006109918X,
99999,61099732,
99999,64401847,
99999,64405176,
99999,140244824,
99999,014029628X,
99999,156006219,
99999,156907399,
99999,312979533,
99999,031298250X,
99999,312983298,
99999,316601950,
99999,316602906,
99999,316788228,
99999,345347536,
99999,345354621,
99999,345361792,
99999,034537536X,
99999,345384350,
99999,345384369,
99999,345391055,
99999,345424719,
99999,034543479X,
99999,345445848,
99999,345445856,
99999,345446666,
99999,345449347,
99999,345465083,
99999,374172897,
99999,375700757,
99999,375706771,
99999,380714752,
99999,380722704,
99999,380817446,
99999,395866502,
99999,399146253,
99999,425098605,
99999,425128164,
99999,042513525X,
99999,425145638,
99999,425146812,
99999,425158594,
99999,425158632,
99999,425169693,
99999,425171396,
99999,425180638,
99999,425182908,
99999,425184943,
99999,425191583,
99999,440212723,
99999,440217490,
99999,440223989,
99999,440224624,
99999,440224675,
99999,440224705,
99999,440403278,
99999,440940001,
99999,446323527,
99999,446359750,
99999,446364800,
99999,446365505,
99999,044651652X,
99999,446527793,
99999,446602736,
99999,446604801,
99999,446605239,
99999,446609404,
99999,446611611,
99999,449208672,
99999,449218473,
99999,449220184,
99999,449702766,
99999,451162072,
99999,451170385,
99999,451176723,
99999,451206525,
99999,451526341,
99999,452279070,
99999,515110396,
99999,515118656,
99999,515120898,
99999,552996009,
99999,553258001,
99999,553268937,
99999,553277537,
99999,553278029,
99999,553278398,
99999,553287737,7
99999,055329170X,
99999,553560247,
99999,553564528,
99999,553575104,
99999,553578693,
99999,553580191,
99999,553582135,
99999,553582755,
99999,059030271X,
99999,670892963,
99999,671004565,
99999,671014919,
99999,671019546,
99999,671027344,
99999,671028375,
99999,671040588,
99999,671567829,
99999,671729454,
99999,671793489,
99999,671822209,
99999,684841185,
99999,068484267X,
99999,068484477X,
99999,688084923,
99999,688177751,
99999,074322535X,
99999,786889551,
99999,842329129,
99999,084233226X,
99999,1400031354,
99999,1551667509,
99999,1551668122,
99999,312979975,
99999,312979983,
99999,034541389X,
99999,345423615,
99999,380789884,
99999,394742117,
99999,425083837,
99999,425116840,
99999,042512164X,
99999,042517400X,
99999,425177173,
99999,440224764,
99999,440225698,
99999,440236991,
99999,446525537,
99999,446605484,
99999,446605581,
99999,044661064X,
99999,449206211,
99999,051510521X,
99999,515132136,
99999,051513399X,
99999,553580884,
99999,671468200,
99999,671534734,
99999,067164257X,
99999,671695126,
99999,671695142,
99999,671759361,
99999,671873199,
99999,804119724,
99999,891073906,
99999,1551667371,
99999,61009059,
99999,140179836,
99999,142000892,
99999,156007479,
99999,312283709,
99999,312979096,
99999,316776963,
99999,316781010,
99999,034545104X,
99999,345460359,
99999,375413634,
99999,375502238,
99999,375702709,
99999,375727132,
99999,380730138,
99999,385265700,
99999,385413041,
99999,385496095,
99999,385505833,
99999,038572179X,
99999,042513699X,
99999,425165701,
99999,425176304,
99999,440224837,
99999,440235596,
99999,446607177,
99999,446609617,
99999,446610038,
99999,446679364,
99999,449908798,
99999,451410947,
99999,452282195,
99999,452284937,
99999,515126489,
99999,553573926,
99999,553575538,
99999,553576089,
99999,553579983,
99999,671452177,
99999,679442790,
99999,679774025,
99999,743227441,
99999,743411323,
99999,743418174,
99999,743418190,
99999,786867647,
99999,786884142,
99999,1558744150,
99999,1573222267,
99999,1573225789,
99999,66214440,
99999,140258795,
99999,316678104,
99999,345463153,
99999,375401601,
99999,394561619,
99999,425147363,
99999,042515601X,
99999,425177068,
99999,440216877,
99999,440498058,
99999,446802204,
99999,451151259,
99999,553099558,
99999,553117467,
99999,553295772,
99999,553565915,
99999,553569570,
99999,609804138,
99999,671528904,
99999,067942573X,
99999,679429220,
99999,679441018,
99999,679742298,
99999,812507436,
99999,60512822,
99999,60921145,
99999,60927569,
99999,60959037,
99999,312099436,
99999,316168815,
99999,345334531,
99999,345377443,
99999,345438329,
99999,345442822,
99999,345443284,
99999,380018179,
99999,385722206,
99999,043936213X,8
99999,440220424,
99999,449003981,
99999,451209907,
99999,452283205,
99999,515115649,
99999,671789422,
99999,679405283,
99999,743483014,
99999,076790592X,
99999,786881852,
99999,802139256,
99999,1573227331,
99999,002026478X,
99999,006000438X,
99999,60502258,
99999,60915544,
99999,60987103,
99999,140186409,
99999,141000198,
99999,316769495,
99999,316769509,
99999,375705198,
99999,375758232,
99999,380002450,
99999,449212602,
99999,515090379,
99999,515103292,
99999,552996181,
99999,553209671,
99999,671729462,
99999,679746048,
99999,684801523,
99999,61031844,
99999,61091316,
99999,61093106,
99999,373484100,
99999,380724979,
99999,380728265,
99999,380792494,
99999,038533334X,
99999,440204208,
99999,440208459,
99999,440224721,
99999,440237025,
99999,446394521,
99999,449149986,
99999,451200101,
99999,452281032,
99999,452281725,
99999,515131091,
99999,515133639,
99999,553571818,
99999,553578685,
99999,553583441,
99999,553583468,
99999,553584383,
99999,671016652,
99999,671024108,
99999,671038567,
99999,743407067,
99999,743437802,
99999,140003065X,
99999,155166674X,
99999,312983832,
99999,312990456,
99999,373218192,
99999,373218958,
99999,399138749,
99999,425121631,
99999,425126064,
99999,425132048,
99999,425135020,
99999,425137562,
99999,425141233,
99999,425148297,
99999,425152898,
99999,425153789,
99999,425155722,
99999,425157539,
99999,425178765,
99999,425179885,
99999,425182878,
99999,425189864,
99999,425192733,
99999,440414806,
99999,446358584,
99999,446360856,
99999,446602450,
99999,446603929,
99999,446605409,
99999,446608262,
99999,446611212,
99999,446611913,
99999,446613266,
99999,451206002,
99999,515119202,
99999,515120871,
99999,515121843,
99999,515122734,
99999,515124214,
99999,515126772,
99999,515128546,
99999,515128554,
99999,051513287X,
99999,515133973,
99999,515135062,
99999,515135739,
99999,553566032,
99999,553569619,
99999,671001795,
99999,671010123,
99999,067101420X,
99999,671023616,
99999,671024094,
99999,671026011,
99999,821769278,
99999,014038572X,
99999,039480001X,
99999,394800168,
99999,425104346,
99999,425151867,
99999,425161242,
99999,425166619,
99999,425181103,
99999,425188809,
99999,439136369,
99999,446515078,
99999,451099648,
99999,451161351,
99999,451166582,
99999,451167538,
99999,451168615,
99999,451176464,
99999,553274295,
99999,553582747,
99999,553801430,
99999,553802488,
99999,067102423X,
99999,671039741,
99999,671042858,
99999,671729411,
99999,671759345,
99999,60188731,
99999,60198133,
99999,60975547,
99999,140133488,
99999,014025448X,
99999,140254544,
99999,140345353,
99999,156027321,
99999,156028778,
99999,156787334,
99999,031231616X,
99999,312421036,
99999,316780375,
99999,316789089,
99999,034536676X,
99999,034538430X,
99999,345433491,
99999,345435028,
99999,034543739X,
99999,345441133,
99999,345441265,
99999,375500510,
99999,375701044,
99999,375703055,
99999,375726349,
99999,380792745,
99999,385319207,
99999,385319444,
99999,425097722,
99999,440212359,
99999,440221099,
99999,440224594,
99999,449003795,
99999,451203895,
99999,452282934,
99999,452284449,
99999,517707918,
99999,525945814,
99999,553296124,
99999,553582143,
99999,670032379,
99999,067103619X,
99999,671041789,
99999,688177743,
99999,743237188,
99999,743246071,
99999,743411269,
99999,743412028,
99999,080411935X,
99999,894808249,
99999,1551668653,
99999,1558746226,
99999,1573227889,
99999,157322930X,
99999,60514930,
99999,60740450,
99999,60938455,
99999,61013412,
99999,61030635,
99999,61031410,
99999,61042935,
99999,61093327,
99999,61093491,
99999,61094404,
99999,61097659,
99999,61099708,
99999,61099805,
99999,64400034,
99999,64405842,
99999,64471047,
99999,014131088X,
99999,156711427,
99999,312950489,
99999,312955006,
99999,312958455,
99999,312966970,
99999,312980140,
99999,312983271,
99999,031298328X,
99999,034532532X,
99999,345348036,
99999,345386132,
99999,034540761X,
99999,345413350,
99999,345413881,
99999,345413903,
99999,345423097,
99999,345423291,
99999,345435168,
99999,345435796,
99999,375725601,
99999,380725711,
99999,380726238,
99999,380726262,
99999,380732661,
99999,380765454,
99999,380780860,
99999,380820447,
99999,385318782,
99999,394895894,
99999,425109720,
99999,425118703,
99999,425127583,
99999,425132951,
99999,425136191,
99999,425155404,
99999,425155943,
99999,425157628,
99999,425163865,
99999,439064872,
99999,440117437,
99999,440129265,
99999,440146577,
99999,440166497,
99999,440168724,
99999,440170796,
99999,440173701,
99999,440176484,
99999,440177049,
99999,440183057,
99999,440184053,
99999,440185327,
99999,440186560,
99999,440193613,
99999,440200989,
99999,440201926,
99999,440203856,
99999,440205573,
99999,440207622,
99999,440209412,
99999,440211891,
99999,440214114,
99999,044021422X,
99999,440216818,
99999,440217466,
99999,440219078,
99999,440221501,
99999,440222842,
99999,440224055,
99999,440224772,
99999,440224780,
99999,440224810,
99999,440224829,
99999,440224845,
99999,440224861,
99999,440225116,
99999,440225701,
99999,044023672X,
99999,440236819,
99999,440237009,
99999,440240751,
99999,440241537,
99999,440405483,
99999,440495962,
99999,445406518,
99999,446354678,
99999,446363669,
99999,446364150,
99999,446364266,
99999,446516538,
99999,446600660,
99999,446601241,
99999,446602213,
99999,446602620,
99999,446603309,
99999,446604089,
99999,446604232,
99999,446606243,
99999,446607193,
99999,446607207,
99999,446609781,
99999,446609943,
99999,446610542,
99999,044661193X,
99999,449219461,
99999,449221490,
99999,449227421,
99999,449702545,
99999,451160916,
99999,451180054,
99999,451180216,
99999,451184327,
99999,451206711,
99999,451208811,
99999,451524934,
99999,515087122,
99999,515087947,
99999,515090166,
99999,515090506,
99999,515093203,
99999,515095826,
99999,515101230,
99999,515102636,
99999,515102652,
99999,051510566X,
99999,051511331X,
99999,051511605X,
99999,515119644,
99999,051511992X,
99999,515120006,
99999,051512463X,
99999,515125628,
99999,051513628X,
99999,515136379,
99999,553096834,
99999,553210793,3
99999,055321330X,
99999,553269224,
99999,553272586,
99999,553279378,
99999,553285785,
99999,553287346,
99999,553287532,
99999,055356160X,
99999,055356451X,
99999,553568760,
99999,553569031,
99999,553569791,
99999,553569910,
99999,553571885,
99999,553574086,
99999,553576798,
99999,553578022,
99999,553579606,
99999,553584510,
99999,553584707,
99999,590371258,
99999,618526412,
99999,067100042X,
99999,671001701,
99999,671007610,
99999,671007637,
99999,067100767X,
99999,671007696,
99999,671011367,
99999,671016776,
99999,671020293,
99999,067102731X,
99999,671027662,
99999,671028014,
99999,671028367,
99999,671039830,
99999,671502522,
99999,671525743,
99999,671534718,
99999,671534726,
99999,671534742,
99999,671553046,
99999,671670689,
99999,671673688,
99999,671695169,
99999,671705091,
99999,671729470,
99999,671741187,
99999,671741209,
99999,671744577,
99999,671744607,
99999,671749412,
99999,671759329,
99999,671793535,
99999,671793551,
99999,671867091,
99999,671867113,
99999,671867156,
99999,671867164,
99999,671873202,
99999,671873210,
99999,743411331,
99999,743412621,
99999,743439740,
99999,767905202,
99999,807083054,
99999,1558743669,
99999,155874424X,
99999,1558745718,
99999,1558747028,
99999,1573228737,
99999,60085444,
99999,64407667,
99999,64407675,
99999,64471837,
99999,140143505,
99999,312925883,
99999,380012863,
99999,385729340,
99999,385730586,
99999,439049962,
99999,440229499,
99999,440235464,
99999,553280945,
99999,671002481,
99999,671880314,
99999,740723367,
99999,786862564,
99999,804117683,
99999,812550706,
99999,812550757,
99999,860074382,
99999,60927216,
99999,61094129,
99999,140185216,
99999,140481346,
99999,312963009,
99999,316089699,
99999,345285549,
99999,345384377,
99999,345384466,
99999,345412214,
99999,373243790,
99999,373244487,
99999,373484429,
99999,425124347,
99999,425125467,
99999,425136981,
99999,425153975,
99999,425158640,
99999,425165566,
99999,425171884,
99999,425173534,
99999,425182673,
99999,440108268,
99999,440235162,
99999,440967694,
99999,449005909,
99999,449204324,
99999,451137965,
99999,451153553,
99999,451160525,
99999,451161343,
99999,451163524,
99999,451169530,
99999,451194861,
99999,451205146,
99999,451409973,
99999,515131229,
99999,553262645,
99999,553278274,
99999,553288342,
99999,553289411,
99999,553571834,
99999,553585118,
99999,059045370X,
99999,590568795,
99999,590568809,
99999,671525808,
99999,671527215,
99999,067155302X,
99999,767902890,
99999,786883375,
99999,804102988,
99999,805056645,
99999,812511816,
99999,812513754,
99999,1401088945,
99999,1551660717,
99999,1551666839,
99999,60987561,
99999,61054895,
99999,140077022,
99999,140282033,
99999,140620222,
99999,140620427,
99999,345378490,
99999,345413369,
99999,345413377,
99999,374100128,
99999,375412530,
99999,380725231,
99999,380807343,
99999,425152251,
99999,446363251,
99999,446365386,
99999,451170113,
99999,451180232,
99999,451186362,
99999,451188462,
99999,743457358,
99999,804115613,
99999,64471055,
99999,64471063,
99999,316153990,
99999,345314255,
99999,373243286,
99999,373483902,
99999,446350982,
99999,446532231,
99999,446603392,
99999,451147367,
99999,553148001,
99999,671024248,
99999,671027573,
99999,671723650,
99999,671743058,
99999,812548051,
99999,60923245,
99999,60934913,
99999,62502174,
99999,140430016,
99999,142002267,
99999,312150601,
99999,345334019,
99999,345404114,
99999,380728133,
99999,385722435,
99999,394281829,
99999,399142789,
99999,399145672,
99999,425151875,
99999,425176932,
99999,440131480,
99999,440236673,
99999,452269571,
99999,517595753,
99999,553274503,
99999,055327886X,
99999,055334949X,
99999,553579754,
99999,553813021,
99999,571081789,
99999,671727796,
99999,676973655,
99999,676973779,
99999,679721037,
99999,679744398,
99999,679775439,
99999,684801469,
99999,749397357,
99999,7154615,
99999,60958022,
99999,140039589,
99999,380710722,
99999,380715929,
99999,385324057,
99999,385484518,
99999,394558235,
99999,042510687X,
99999,425113884,
99999,440180295,
99999,044020562X,
99999,446602744,
99999,446608815,
99999,449215296,
99999,451132378,
99999,451141083,
99999,451155750,
99999,451192036,
99999,452283442,
99999,517556278,
99999,517580497,
99999,553260111,8
99999,553275976,
99999,553277243,
99999,553284118,
99999,553289691,
99999,553294385,
99999,553569155,
99999,553575953,
99999,553576623,
99999,609610597,
99999,067081976X,
99999,670896764,
99999,671032658,
99999,671502689,
99999,671537458,
99999,671693816,
99999,671776975,
99999,689817851,
99999,743225082,
99999,767915062,
99999,786889020,
99999,804105820,
99999,080411918X,
99999,836218787,
99999,836220889,
99999,871137534,
99999,089480829X,
99999,1558531025,
99999,1558743316,
99999,1558743790,
99999,1558744592,
99999,60922532,
99999,60935464,
99999,014017737X,
99999,014034294X,
99999,031242227X,
99999,316690619,
99999,316693235,
99999,375725784,
99999,385314698,
99999,395927218,
99999,399141146,
99999,440236703,
99999,044900371X,
99999,553574574,
99999,571206484,
99999,670880728,
99999,671776134,
99999,679444815,
99999,786880007,
99999,805036377,
99999,805036504,
99999,836221192,
99999,60248025,
99999,60558199,
99999,60917016,
99999,61097314,
99999,61099252,
99999,64409422,
99999,140119906,
99999,140177388,
99999,140250948,
99999,312243022,
99999,312422156,
99999,316734837,
99999,345342569,
99999,345417976,
99999,345436911,
99999,345469674,
99999,374129983,
99999,375504613,
99999,375713751,
99999,375724400,
99999,380702843,
99999,380703882,
99999,038533656X,
99999,385491026,
99999,399139540,
99999,039914563X,
99999,039915079X,
99999,425117383,
99999,425122123,
99999,425133516,
99999,425143325,
99999,425147584,
99999,425179672,
99999,425191184,
99999,440122090,
99999,440204194,
99999,440207770,
99999,440213290,
99999,044022103X,
99999,440223202,
99999,440418321,
99999,446520802,
99999,446604275,
99999,446670111,
99999,446673544,
99999,449213943,
99999,449910237,
99999,449910571,
99999,451196856,
99999,451203771,
99999,451206673,
99999,452268060,
99999,452274427,
99999,452280621,
99999,452283795,
99999,525945938,
99999,553348973,
99999,553380095,
